#Transcript position	Transcript coverage profile
0.0	0.43642673616290556
1.0	0.35648580785488204
2.0	0.2131185394587175
3.0	0.1628171208266883
4.0	0.11210391796164411
5.0	0.10466581414466651
6.0	0.19343096971994705
7.0	0.13317253822649425
8.0	0.08957596183447904
9.0	0.09038479160379986
10.0	0.05397349123005321
11.0	0.1519009188867259
12.0	0.1631775274809613
13.0	0.17819173249201078
14.0	0.045641995870280824
15.0	0.04310024657477943
16.0	0.07795341692914325
17.0	0.055115919406874894
18.0	0.09761058780457336
19.0	0.09583336497055284
20.0	0.07250595057576276
21.0	0.11051387820689101
22.0	0.1376986711356392
23.0	0.11580019066090448
24.0	0.08926591045819594
25.0	0.09793894432988494
26.0	0.10616912446038412
27.0	0.10419128977838372
28.0	0.051981415461130887
29.0	0.12601816391000625
30.0	0.15626361589122204
31.0	0.1382480358203227
32.0	0.026888450318074224
33.0	0.03265265092259601
34.0	0.029157720874174037
35.0	0.01723156493622028
36.0	0.05036543329309591
37.0	0.053755153854091194
38.0	0.0992086151092251
39.0	0.08352392632043312
40.0	0.12282999662870606
41.0	0.07385450602796403
42.0	0.06290369806198454
43.0	0.07024824233320183
44.0	0.03338604173823663
45.0	0.07724948134915177
46.0	0.059546053252130644
47.0	0.025235028476242496
48.0	0.07387634224548498
49.0	0.02093191161121812
50.0	0.031052995489098574
51.0	0.15877111130824184
52.0	0.1156696211318199
53.0	0.06994527940942827
54.0	0.07104214562488202
55.0	0.0774086961091551
56.0	0.03033977474614635
57.0	0.07270120442384376
58.0	0.028509924355195594
59.0	0.04707158128809027
60.0	0.06586681008735346
61.0	0.0590714462928315
62.0	0.07719999689505697
63.0	0.1226309275901073
64.0	0.08858505986942948
65.0	0.10975805706659114
66.0	0.08767456758404454
67.0	0.12839424313584566
68.0	0.062470826676634415
69.0	0.07295402168410708
70.0	0.061596965686313704
71.0	0.13172767429380677
72.0	0.08040770828522735
73.0	0.1107553193272148
74.0	0.004767622748119055
75.0	0.05367991397900533
76.0	0.051829711983156085
77.0	0.08192479810816725
78.0	0.1704166422137628
79.0	0.09717588608057132
80.0	0.08847399532192016
81.0	0.08964707207484063
82.0	0.13664009719084194
83.0	0.10886965722390092
84.0	0.06139849016484109
85.0	0.09016253883443706
86.0	0.020703624966455537
87.0	0.0748584277992992
88.0	0.042359632927838564
89.0	0.047558736939222364
90.0	0.07930118011564886
91.0	0.17352711991898845
92.0	0.13003186108364873
93.0	0.08026346941630377
94.0	0.18006570992844717
95.0	0.20668901295487682
96.0	0.21169466331932948
97.0	0.2239955655340263
98.0	0.13507162911577555
99.0	0.0526764515536327
