#Transcript position	Transcript coverage profile
0.0	0.6316169573554942
1.0	0.3355115934866251
2.0	0.3644264846429042
3.0	0.20365768910904591
4.0	0.12541881084456896
5.0	0.13560049405837116
6.0	0.28631845819664803
7.0	0.21171026264443926
8.0	0.093728557712227
9.0	0.14015710906954917
10.0	0.07323197875467982
11.0	0.051614153400771745
12.0	0.11199685930895449
13.0	0.05323855519098744
14.0	0.1159103315974718
15.0	0.08713983768241672
16.0	0.08511465157718882
17.0	0.05998350980788053
18.0	0.03701271616924108
19.0	0.03468860504214679
20.0	0.047784984938623064
21.0	0.07160480016106993
22.0	0.07770089160140199
23.0	0.07588825403199062
24.0	0.04604526051646207
25.0	0.08202190462531597
26.0	0.09212152940714935
27.0	0.07632295511651546
28.0	0.0691238543924973
29.0	0.025909078158336426
30.0	0.013620800722065538
31.0	0.018308433850440856
32.0	0.09487219270628874
33.0	0.1018445318513929
34.0	0.06708126721147734
35.0	0.05905304726008656
36.0	0.051153967704299697
37.0	0.09970235716458702
38.0	0.08824570073731533
39.0	0.13989774511967887
40.0	0.06377404440779559
41.0	0.06617988304998959
42.0	0.05643752197489089
43.0	0.10394045535117669
44.0	0.034152835785653354
45.0	0.056131303222871125
46.0	0.03696761679784916
47.0	0.05065124732152682
48.0	0.06907561225969805
49.0	0.056135899461259325
50.0	0.05564288831498321
51.0	0.06332301405273258
52.0	0.04382893198501164
53.0	0.03483138299380802
54.0	0.07899350450001165
55.0	0.043544748326122894
56.0	0.02543250551245739
57.0	0.06901786398264745
58.0	0.10336245334044668
59.0	0.1102220211628876
60.0	0.023899038715574555
61.0	0.055303712950055484
62.0	0.04821021569907993
63.0	0.04373045090816139
64.0	0.08216120961354947
65.0	0.023827030350786087
66.0	0.053641859546885884
67.0	0.05895433585701326
68.0	0.045111514361796404
69.0	0.045817679663003145
70.0	0.037088698172435375
71.0	0.07509904959532615
72.0	0.05077417661568785
73.0	0.02189932327230112
74.0	0.035469233647687594
75.0	0.0600651346684597
76.0	0.04014161870768549
77.0	0.0686666645107066
78.0	0.09842039568981541
79.0	0.05932253704668772
80.0	0.05396529129899578
81.0	0.043999878556508665
82.0	0.040908775018398146
83.0	0.06709950575589632
84.0	0.029127702495772876
85.0	0.024642907527356657
86.0	0.030632235982865748
87.0	0.07012891795603927
88.0	0.11002356064664133
89.0	0.10451238212658143
90.0	0.10770386025598873
91.0	0.11932494645570456
92.0	0.13451792934012255
93.0	0.08253429872023456
94.0	0.12381449719477962
95.0	0.1804538036014446
96.0	0.19847211185901315
97.0	0.17069124961259705
98.0	0.11444459675023497
99.0	0.05585368390719125
