#Transcript position	Transcript coverage profile
0.0	0.5112483734010902
1.0	0.3153486214178079
2.0	0.3380650495901261
3.0	0.23102924394708438
4.0	0.19068992804379076
5.0	0.13896690143760349
6.0	0.21343948454600958
7.0	0.17456044087098807
8.0	0.10531004194902452
9.0	0.10797401162905877
10.0	0.1034057530863579
11.0	0.14597098466922895
12.0	0.0761985254558708
13.0	0.06696327551224678
14.0	0.052842048202630124
15.0	0.12172874173071199
16.0	0.09447540732411283
17.0	0.07235645412931489
18.0	0.09414131385406437
19.0	0.06957419875345822
20.0	0.09685341878930452
21.0	0.07482413595852425
22.0	0.03662000075971626
23.0	0.06740018619334506
24.0	0.025964448002476603
25.0	0.08224196568629616
26.0	0.03559855077295841
27.0	0.08293006608326653
28.0	0.09641978638917144
29.0	0.08719694873738376
30.0	0.05955353819851929
31.0	0.054002388429656545
32.0	0.0969532216091505
33.0	0.1166668690702622
34.0	0.08451179848784243
35.0	0.05777892041068612
36.0	0.05794567409022858
37.0	0.07652749476493464
38.0	0.07395872239323384
39.0	0.04814749662596439
40.0	0.032651633198783885
41.0	0.032366125895568934
42.0	0.04485505642776601
43.0	0.03307951717753077
44.0	0.05351350572528845
45.0	0.053029332219052976
46.0	0.06889363355163106
47.0	0.1182294433328703
48.0	0.08255053388716506
49.0	0.05460081948031518
50.0	0.12678495280205118
51.0	0.10637420427564685
52.0	0.029038708366180464
53.0	0.032251546819707586
54.0	0.0398389996810542
55.0	0.0655225948968147
56.0	0.015447612494068756
57.0	0.09046677853109139
58.0	0.09551529225570649
59.0	0.10536912569229309
60.0	0.07231752275196368
61.0	0.02441076057062918
62.0	0.05132312435546242
63.0	0.09613180722195727
64.0	0.06481113736634124
65.0	0.021710835556675082
66.0	0.06176956762290703
67.0	0.08516779571692869
68.0	0.06948463713565456
69.0	0.06545474426070394
70.0	0.036085436346032125
71.0	0.05030505477197999
72.0	0.07867349415926538
73.0	0.02476741156193264
74.0	0.03857939561786698
75.0	0.09009112899429177
76.0	0.11166757815470514
77.0	0.14043199455832742
78.0	0.10212924534283768
79.0	0.11262901010738205
80.0	0.05566253437989894
81.0	0.07533125938091359
82.0	0.10725272397789204
83.0	0.09381255898747183
84.0	0.14391028576283044
85.0	0.11159323413928592
86.0	0.07974692992127341
87.0	0.08581933762548749
88.0	0.1052289219243539
89.0	0.1474775862247449
90.0	0.2366316920550997
91.0	0.13341651823795717
92.0	0.09635704018264292
93.0	0.11843265423981614
94.0	0.15749590436688674
95.0	0.17965856693982277
96.0	0.16017429135693872
97.0	0.14738926649828596
98.0	0.1485841273936413
99.0	0.016968146245823972
