#Transcript position	Transcript coverage profile
0.0	0.322056967384137
1.0	0.23026379916435016
2.0	0.15212335397972182
3.0	0.17128876486944125
4.0	0.13304874187092464
5.0	0.1467361482102862
6.0	0.0975795423596208
7.0	0.14610384287341613
8.0	0.09888699798785872
9.0	0.07741915422544318
10.0	0.07468121890351873
11.0	0.11255974113366246
12.0	0.08024576858626634
13.0	0.07687875993481902
14.0	0.09863777459624709
15.0	0.07104460036059382
16.0	0.09677422490869254
17.0	0.1421379659040406
18.0	0.14162260327276496
19.0	0.10259552714610248
20.0	0.0990591593181182
21.0	0.08582312196026419
22.0	0.11001823591449206
23.0	0.06120183836044633
24.0	0.06336834138996987
25.0	0.05434472749884677
26.0	0.08932400873569593
27.0	0.054833635094009965
28.0	0.0440989082948196
29.0	0.07385248941507118
30.0	0.056313026425872416
31.0	0.06478014838273649
32.0	0.04349408390905129
33.0	0.028969645203340024
34.0	0.028127229007771155
35.0	0.007288773811721821
36.0	0.039477057191157246
37.0	0.06539855657159259
38.0	0.0637269238196019
39.0	0.057242474869561855
40.0	0.03219004608691823
41.0	0.031142675072678393
42.0	0.036080895291195264
43.0	0.023949758228002375
44.0	0.052461308807015924
45.0	0.054991408362480475
46.0	0.06636604576263039
47.0	0.0236701977330424
48.0	0.009813982048096734
49.0	0.037166502726266024
50.0	0.04405343200214185
51.0	0.01594893861992233
52.0	0.04640688522103768
53.0	0.0612327235368378
54.0	0.04831536075705296
55.0	0.05306715683537222
56.0	0.06152585778230975
57.0	0.047457630505868334
58.0	0.04861864600188824
59.0	0.036056682581137554
60.0	0.041630294419470894
61.0	0.06462946711760119
62.0	0.0560473125843741
63.0	0.033273151414299866
64.0	0.05364826826383161
65.0	0.05920639875345486
66.0	0.051536784730253415
67.0	0.048616494029684335
68.0	0.07390396882036927
69.0	0.08478724327402325
70.0	0.055519982182471755
71.0	0.03527380568738113
72.0	0.08904348831449255
73.0	0.0900105421261433
74.0	0.048930276202981085
75.0	0.03232034774299839
76.0	0.07448091415529715
77.0	0.10602987346288338
78.0	0.07980628961311106
79.0	0.07481361058530955
80.0	0.047083282375885584
81.0	0.04964292576032548
82.0	0.038118924596846564
83.0	0.03564680919248289
84.0	0.05200133035908715
85.0	0.09713606353942508
86.0	0.0807646517779683
87.0	0.05861578964941259
88.0	0.10192299264667125
89.0	0.10062135330872585
90.0	0.0721233373699912
91.0	0.07484223841055694
92.0	0.07250331504156882
93.0	0.06463422158602462
94.0	0.09620759010562119
95.0	0.14818508745492875
96.0	0.1647859785050545
97.0	0.1516471931870809
98.0	0.12232997442906915
99.0	0.02482953924913809
